记录编号,部门,员工级别,费用类型,报销金额,发票金额,金额差额,发票张数,费用发生后提交天数,审批层级数,近30天同供应商报销次数,员工近30天报销次数,员工近6个月退回次数,同类费用平均金额,高于同类平均金额比例,部门预算使用率,发票抬头是否一致,是否有合同附件,是否周末发生费用,是否疑似重复发票,供应商信用等级,审核结果
R001644,信息技术部,主管,办公用品,1154,1206,52,4,42,2,1,1,0,700,0.6486,0.5142,是,否,否,否,C,人工复核
R001645,采购部,普通员工,交通费,142,172,30,1,12,1,5,1,0,350,-0.5943,0.9502,是,否,否,否,B,通过
R001646,财务部,普通员工,培训费,4821,4839,18,4,41,2,0,6,0,2600,0.8542,1.0394,是,是,否,否,A,人工复核
R001647,生产部,普通员工,办公用品,1950,1950,0,6,26,2,9,5,2,700,1.7857,1.1458,是,是,是,否,B,人工复核
R001648,市场部,主管,交通费,638,638,0,4,9,1,6,2,0,350,0.8229,0.5724,是,否,否,否,A,通过
R001649,销售部,主管,维修费,772,772,0,2,8,1,2,4,1,1500,-0.4853,0.8866,是,是,否,否,B,通过
R001650,行政部,普通员工,办公用品,763,763,0,4,74,1,2,7,2,700,0.09,0.8453,是,否,是,否,C,人工复核
R001651,人力资源部,主管,招待费,3902,3902,0,3,16,2,2,1,3,2200,0.7736,0.6869,是,否,否,否,A,人工复核
R001652,人力资源部,实习生,办公用品,2556,2556,0,5,2,2,5,4,0,700,2.6514,0.8635,是,否,否,是,C,人工复核
R001653,人力资源部,普通员工,培训费,6038,6038,0,4,36,3,4,6,0,2600,1.3223,0.8028,否,是,否,否,B,人工复核
R001654,财务部,普通员工,差旅费,4499,4499,0,4,30,2,5,3,2,1800,1.4994,0.4853,是,否,是,否,A,人工复核
R001655,生产部,实习生,办公用品,1229,1229,0,1,10,2,8,2,0,700,0.7557,0.9044,否,否,否,否,C,人工复核
R001656,市场部,普通员工,招待费,7467,7467,0,7,50,3,4,1,0,2200,2.3941,0.6528,是,否,否,否,C,人工复核
R001657,人力资源部,普通员工,差旅费,2044,2044,0,1,19,2,0,2,1,1800,0.1356,0.4331,是,否,否,否,A,通过
R001658,生产部,普通员工,广告宣传费,4145,4145,0,3,35,2,19,8,1,5000,-0.171,1.0146,是,否,否,否,A,退回
R001659,生产部,普通员工,招待费,794,794,0,2,5,1,1,4,1,2200,-0.6391,0.8903,是,否,否,否,B,通过
R001660,财务部,经理,交通费,321,321,0,3,83,1,8,2,2,350,-0.0829,0.7515,是,是,否,否,C,人工复核
R001661,销售部,普通员工,会议费,4268,4317,49,1,39,2,1,6,0,3200,0.3338,0.4011,是,是,否,否,A,通过
R001662,信息技术部,实习生,咨询服务费,10426,10426,0,3,4,4,2,2,1,6500,0.604,0.8854,是,是,否,否,B,通过
R001663,人力资源部,普通员工,差旅费,1133,1133,0,4,41,2,0,5,0,1800,-0.3706,0.8568,是,否,是,否,A,通过
R001664,采购部,普通员工,差旅费,3326,3326,0,2,15,2,2,10,3,1800,0.8478,1.1863,是,否,是,否,A,人工复核
R001665,生产部,普通员工,咨询服务费,7977,7977,0,2,42,3,5,4,0,6500,0.2272,0.736,是,是,否,否,B,通过
R001666,财务部,普通员工,差旅费,594,594,0,2,85,1,6,3,0,1800,-0.67,0.7813,是,否,是,否,A,通过
R001667,行政部,普通员工,维修费,2667,2655,12,2,23,2,2,4,0,1500,0.778,0.5374,是,是,否,否,B,通过
R001668,销售部,普通员工,差旅费,1135,1135,0,4,39,2,4,2,4,1800,-0.3694,0.5235,是,否,否,否,B,人工复核
R001669,市场部,普通员工,培训费,2114,2080,34,4,33,2,7,5,0,2600,-0.1869,0.5414,是,是,否,否,A,通过
R001670,财务部,普通员工,招待费,5960,5960,0,5,1,3,1,7,0,2200,1.7091,0.4729,是,否,是,否,B,退回
R001671,人力资源部,普通员工,咨询服务费,16186,16186,0,6,44,4,4,4,0,6500,1.4902,0.6136,是,否,否,否,A,通过
R001672,财务部,普通员工,交通费,490,490,0,3,23,1,2,2,0,350,0.4,1.1573,是,否,否,否,A,通过
R001673,行政部,普通员工,培训费,11081,11081,0,5,32,4,8,2,0,2600,3.2619,1.2265,是,是,是,否,A,退回
R001674,生产部,主管,广告宣传费,16340,16340,0,1,37,4,5,6,2,5000,2.268,0.3778,是,否,是,否,A,人工复核
R001675,人力资源部,普通员工,差旅费,3340,3340,0,3,11,2,5,6,1,1800,0.8556,0.4925,是,是,否,否,A,通过
R001676,销售部,普通员工,招待费,663,1083,420,2,24,1,4,1,1,2200,-0.6986,0.5163,是,否,是,否,D,人工复核
R001677,人力资源部,普通员工,差旅费,1770,1585,185,1,17,2,2,3,0,1800,-0.0167,0.5718,是,是,否,否,B,通过
R001678,采购部,普通员工,招待费,1246,1246,0,2,7,2,5,3,1,2200,-0.4336,0.7446,是,否,否,否,B,通过
R001679,生产部,普通员工,培训费,4545,4551,6,2,14,2,8,5,0,2600,0.7481,0.3824,是,是,否,否,A,通过
R001680,采购部,普通员工,广告宣传费,4365,3465,900,2,22,2,0,7,0,5000,-0.127,0.3757,是,是,是,否,D,人工复核
R001681,生产部,主管,差旅费,1196,1196,0,4,41,2,1,4,0,1800,-0.3356,0.5986,是,否,是,否,A,人工复核
R001682,人力资源部,主管,广告宣传费,6261,6261,0,2,1,3,0,3,0,5000,0.2522,0.7149,是,是,是,否,C,通过
R001683,生产部,普通员工,差旅费,1711,1711,0,4,42,2,8,3,0,1800,-0.0494,0.7264,是,是,是,否,A,通过
R001684,信息技术部,普通员工,维修费,2117,2117,0,2,12,2,8,2,0,1500,0.4113,0.6445,是,否,是,否,A,人工复核
R001685,人力资源部,经理,广告宣传费,21748,21748,0,5,29,4,7,2,0,5000,3.3496,0.8139,是,是,否,否,C,通过
R001686,人力资源部,主管,广告宣传费,6811,6811,0,2,34,3,5,7,0,5000,0.3622,0.9059,是,是,否,否,B,通过
R001687,市场部,普通员工,维修费,1604,1604,0,2,16,2,7,7,0,1500,0.0693,1.0741,是,是,否,否,C,人工复核
R001688,财务部,主管,咨询服务费,2215,2215,0,3,14,2,5,3,0,6500,-0.6592,0.7829,是,是,否,否,D,人工复核
R001689,销售部,普通员工,培训费,2702,2702,0,4,23,2,6,3,0,2600,0.0392,0.4288,是,是,否,否,A,通过
R001690,采购部,实习生,差旅费,1817,1817,0,2,45,2,2,7,1,1800,0.0094,0.464,是,否,是,否,B,人工复核
R001691,人力资源部,主管,差旅费,8082,8082,0,2,26,3,3,6,0,1800,3.49,0.44,是,否,是,否,A,通过
R001692,行政部,普通员工,会议费,1657,1657,0,3,4,2,4,6,0,3200,-0.4822,0.3524,是,否,否,否,A,通过
R001693,行政部,普通员工,培训费,5346,5346,0,4,26,3,5,9,0,2600,1.0562,0.5061,是,否,否,否,B,退回
R001694,财务部,主管,交通费,774,774,0,2,33,1,8,7,0,350,1.2114,0.6879,是,否,否,否,A,人工复核
R001695,人力资源部,实习生,培训费,4894,4894,0,1,90,2,2,7,1,2600,0.8823,0.6006,是,是,否,否,A,人工复核
R001696,信息技术部,普通员工,维修费,2230,2230,0,1,37,2,2,6,0,1500,0.4867,0.9277,是,否,否,否,A,人工复核
R001697,财务部,主管,咨询服务费,5891,5891,0,1,32,3,7,6,1,6500,-0.0937,0.5803,是,否,否,否,B,人工复核
R001698,销售部,普通员工,差旅费,1498,1498,0,2,35,2,3,7,2,1800,-0.1678,0.3907,是,否,否,否,C,通过
R001699,财务部,普通员工,培训费,1782,1579,203,4,20,2,2,2,0,2600,-0.3146,0.6597,是,是,否,否,B,通过
R001700,市场部,普通员工,招待费,3077,3077,0,1,7,2,8,6,2,2200,0.3986,0.8925,是,否,否,否,B,通过
R001701,采购部,普通员工,招待费,1350,1408,58,2,42,2,6,4,1,2200,-0.3864,0.7541,是,是,否,否,B,人工复核
R001702,销售部,普通员工,交通费,1275,1275,0,5,50,2,0,3,1,350,2.6429,0.7574,是,否,否,否,C,人工复核
R001703,销售部,普通员工,交通费,382,336,46,1,12,1,0,7,0,350,0.0914,0.4929,是,否,否,否,A,通过
R001704,人力资源部,经理,会议费,9031,9031,0,6,19,3,18,7,4,3200,1.8222,0.3542,是,是,否,否,B,人工复核
R001705,财务部,普通员工,广告宣传费,6737,6780,43,3,2,3,16,3,0,5000,0.3474,0.6357,是,是,否,否,B,人工复核
R001706,行政部,普通员工,招待费,2226,2405,179,4,28,2,3,13,0,2200,0.0118,0.8517,是,否,否,否,B,人工复核
R001707,财务部,普通员工,维修费,1352,1352,0,2,71,2,3,7,0,1500,-0.0987,1.0097,是,是,否,否,B,退回
R001708,市场部,主管,咨询服务费,13150,13150,0,8,28,4,7,6,0,6500,1.0231,0.4127,是,否,否,否,A,人工复核
R001709,销售部,普通员工,差旅费,2504,2504,0,2,51,2,4,2,3,1800,0.3911,0.9464,是,否,否,否,A,人工复核
R001710,销售部,主管,咨询服务费,11711,11711,0,1,18,4,8,4,0,6500,0.8017,0.7212,是,是,否,否,A,通过
R001711,人力资源部,普通员工,维修费,694,694,0,2,16,1,7,1,0,1500,-0.5373,0.4307,是,是,是,否,A,通过
R001712,财务部,普通员工,会议费,10748,10748,0,6,15,4,6,5,0,3200,2.3588,0.597,是,否,否,否,A,人工复核
R001713,人力资源部,实习生,办公用品,295,822,527,2,83,1,8,7,0,700,-0.5786,0.914,是,否,否,否,A,人工复核
R001714,信息技术部,普通员工,培训费,4261,4261,0,4,14,2,8,7,0,2600,0.6388,0.7311,是,否,否,否,A,人工复核
R001715,信息技术部,主管,办公用品,391,391,0,2,16,1,8,4,1,700,-0.4414,0.8763,是,否,否,否,A,通过
R001716,采购部,普通员工,招待费,3811,3811,0,3,7,2,6,7,0,2200,0.7323,0.622,是,否,否,否,A,通过
R001717,人力资源部,普通员工,培训费,2056,2056,0,4,35,2,2,7,2,2600,-0.2092,0.7803,是,是,否,否,B,通过
R001718,人力资源部,普通员工,咨询服务费,12280,12280,0,3,16,4,8,2,0,6500,0.8892,0.6616,是,是,否,否,B,通过
R001719,财务部,普通员工,招待费,3018,2988,30,1,8,2,7,6,1,2200,0.3718,0.6076,是,否,否,是,A,人工复核
R001720,人力资源部,普通员工,广告宣传费,2166,2166,0,4,8,2,5,4,0,5000,-0.5668,0.4692,否,否,否,否,C,人工复核
R001721,信息技术部,普通员工,维修费,879,879,0,1,79,1,7,5,0,1500,-0.414,0.7066,是,是,是,否,B,通过
R001722,行政部,普通员工,通信费,301,301,0,4,48,1,8,3,0,280,0.075,0.6862,是,否,否,否,A,通过
R001723,行政部,经理,招待费,7458,7458,0,4,26,3,2,1,3,2200,2.39,1.0136,是,否,否,否,A,人工复核
R001724,市场部,普通员工,会议费,6291,6291,0,1,16,3,8,2,0,3200,0.9659,0.8443,是,是,否,否,A,通过
R001725,采购部,经理,办公用品,1196,1196,0,3,14,2,5,1,0,700,0.7086,1.2178,是,否,否,否,A,人工复核
R001726,市场部,普通员工,办公用品,322,322,0,2,41,1,2,6,1,700,-0.54,0.4836,是,否,否,否,C,人工复核
R001727,销售部,实习生,会议费,5374,5374,0,1,10,3,7,5,4,3200,0.6794,0.586,是,是,是,否,A,人工复核
R001728,市场部,普通员工,差旅费,1224,1224,0,4,1,2,7,1,0,1800,-0.32,0.5935,是,否,是,否,C,通过
R001729,销售部,主管,招待费,4417,4417,0,6,33,2,3,6,1,2200,1.0077,0.4016,是,否,否,否,C,通过
R001730,信息技术部,普通员工,培训费,2129,2129,0,1,48,2,2,7,0,2600,-0.1812,0.7228,是,是,否,否,B,通过
R001731,财务部,主管,维修费,1315,1315,0,2,4,2,2,1,0,1500,-0.1233,0.4658,是,是,否,否,A,通过
R001732,销售部,普通员工,会议费,2862,2862,0,2,22,2,0,4,1,3200,-0.1056,0.7773,否,是,是,否,B,人工复核
R001733,销售部,普通员工,交通费,239,239,0,4,37,1,3,7,1,350,-0.3171,0.6244,是,否,否,否,A,通过
R001734,人力资源部,主管,会议费,4506,5168,662,2,9,2,8,2,0,3200,0.4081,0.6062,是,是,是,否,C,人工复核
R001735,行政部,普通员工,咨询服务费,4487,4487,0,1,5,2,4,5,0,6500,-0.3097,0.9494,是,是,否,否,B,人工复核
R001736,行政部,普通员工,通信费,1071,1071,0,3,44,2,8,6,0,280,2.825,0.9316,是,是,否,否,A,人工复核
R001737,行政部,普通员工,交通费,279,279,0,4,30,1,8,4,0,350,-0.2029,0.5874,是,否,否,否,A,人工复核
R001738,行政部,普通员工,广告宣传费,9179,9222,43,1,25,3,3,4,1,5000,0.8358,0.6815,是,是,否,否,B,人工复核
R001739,财务部,普通员工,办公用品,722,722,0,1,11,1,5,5,0,700,0.0314,1.0344,是,否,否,否,D,人工复核
R001740,人力资源部,普通员工,广告宣传费,16395,16395,0,4,28,4,3,4,1,5000,2.279,0.9888,是,否,否,否,A,人工复核
R001741,销售部,普通员工,办公用品,1445,1445,0,6,8,2,0,3,0,700,1.0643,0.3951,是,是,是,否,A,通过
R001742,市场部,普通员工,会议费,5764,5764,0,3,14,3,2,3,0,3200,0.8012,0.7221,是,是,否,否,B,通过
R001743,销售部,经理,维修费,2759,3572,813,1,1,2,7,5,2,1500,0.8393,0.4246,是,是,否,否,C,人工复核
R001744,人力资源部,普通员工,交通费,821,821,0,3,38,1,0,6,0,350,1.3457,0.7339,是,否,否,否,A,退回
R001745,信息技术部,普通员工,咨询服务费,10823,10823,0,4,14,4,3,4,0,6500,0.6651,0.9719,是,是,否,否,C,人工复核
R001746,销售部,普通员工,办公用品,759,765,6,2,45,1,2,1,0,700,0.0843,0.7321,否,否,否,否,B,人工复核
R001747,人力资源部,普通员工,招待费,1973,1973,0,4,41,2,8,3,0,2200,-0.1032,0.6172,否,是,否,否,B,人工复核
R001748,人力资源部,普通员工,招待费,1204,1204,0,1,33,2,8,7,0,2200,-0.4527,1.0051,是,否,否,否,A,人工复核
R001749,生产部,主管,交通费,434,434,0,3,29,1,1,6,0,350,0.24,1.0155,是,否,是,否,A,人工复核
R001750,市场部,普通员工,维修费,2805,2805,0,4,24,2,3,1,1,1500,0.87,0.3603,是,是,否,否,B,通过
R001751,信息技术部,主管,会议费,6180,6180,0,3,29,3,1,4,0,3200,0.9312,0.7256,是,是,是,否,C,人工复核
R001752,人力资源部,普通员工,差旅费,2208,2635,427,3,3,2,3,2,0,1800,0.2267,0.6571,是,否,否,是,A,退回
R001753,销售部,普通员工,维修费,1146,1146,0,4,37,2,4,1,0,1500,-0.236,0.7924,是,是,否,否,C,通过
R001754,财务部,普通员工,广告宣传费,6815,6815,0,4,20,3,6,6,0,5000,0.363,0.7997,是,是,否,否,B,通过
R001755,采购部,普通员工,差旅费,819,819,0,4,7,1,5,6,1,1800,-0.545,0.5632,是,否,是,否,A,通过
R001756,信息技术部,普通员工,通信费,177,177,0,2,16,1,3,4,0,280,-0.3679,0.6,是,是,否,否,A,通过
R001757,行政部,普通员工,招待费,2303,2303,0,3,26,2,4,5,0,2200,0.0468,1.0007,是,是,否,否,B,通过
R001758,财务部,普通员工,咨询服务费,5413,5365,48,3,30,3,4,2,0,6500,-0.1672,0.7984,是,是,是,否,A,通过
R001759,行政部,普通员工,差旅费,2380,2380,0,1,90,2,3,3,0,1800,0.3222,0.448,否,是,否,否,A,退回
R001760,人力资源部,普通员工,培训费,2594,2594,0,1,10,2,6,4,0,2600,-0.0023,0.815,是,是,否,否,B,人工复核
R001761,市场部,普通员工,会议费,2468,2468,0,1,1,2,2,2,1,3200,-0.2288,0.739,是,否,否,否,B,人工复核
R001762,行政部,主管,差旅费,1693,1693,0,4,27,2,5,7,2,1800,-0.0594,0.8112,是,否,否,否,A,通过
R001763,销售部,普通员工,维修费,1803,1803,0,2,25,2,0,4,0,1500,0.202,0.9285,是,是,否,否,B,通过
R001764,人力资源部,普通员工,差旅费,4460,4460,0,5,85,2,6,7,0,1800,1.4778,1.2286,是,否,否,否,B,人工复核
R001765,行政部,主管,交通费,442,442,0,1,41,1,3,1,0,350,0.2629,0.5963,是,否,否,否,C,通过
R001766,销售部,普通员工,维修费,2289,2306,17,4,21,2,1,4,0,1500,0.526,0.8626,是,是,否,否,C,通过
R001767,市场部,普通员工,办公用品,447,447,0,4,52,1,1,5,0,700,-0.3614,0.4237,是,否,否,否,A,通过
R001768,生产部,普通员工,会议费,5541,5541,0,4,23,3,4,4,0,3200,0.7316,0.4939,是,是,是,否,B,通过
R001769,销售部,主管,培训费,2751,2751,0,4,20,2,5,1,0,2600,0.0581,0.6482,是,是,否,是,A,人工复核
R001770,行政部,普通员工,交通费,206,206,0,1,21,1,3,1,2,350,-0.4114,0.5722,是,否,是,否,C,人工复核
R001771,财务部,普通员工,招待费,697,697,0,1,32,1,5,7,0,2200,-0.6832,0.543,是,是,是,否,B,通过
R001772,财务部,普通员工,办公用品,739,739,0,1,1,1,0,1,0,700,0.0557,0.6326,是,是,否,否,B,人工复核
R001773,生产部,普通员工,会议费,11389,11389,0,5,31,4,4,7,1,3200,2.5591,0.4587,是,是,否,否,B,退回
R001774,销售部,普通员工,招待费,4284,4284,0,4,26,2,7,2,0,2200,0.9473,0.3635,是,否,否,否,C,人工复核
R001775,生产部,实习生,招待费,2608,2558,50,3,6,2,0,5,0,2200,0.1855,1.027,是,否,否,否,C,人工复核
R001776,信息技术部,普通员工,办公用品,389,389,0,2,9,1,4,4,0,700,-0.4443,0.9366,是,是,否,否,A,人工复核
R001777,财务部,普通员工,交通费,126,0,126,1,33,1,8,6,1,350,-0.64,1.2085,是,是,否,否,B,退回
R001778,市场部,普通员工,办公用品,1163,1163,0,2,6,2,8,7,0,700,0.6614,0.8047,是,否,否,否,A,通过
R001779,行政部,普通员工,交通费,602,602,0,3,15,1,4,7,0,350,0.72,0.5468,是,否,否,是,C,人工复核
R001780,销售部,普通员工,培训费,5134,5134,0,2,18,3,0,2,3,2600,0.9746,0.8076,是,是,否,否,A,人工复核
R001781,采购部,实习生,招待费,3025,3075,50,1,29,2,1,7,0,2200,0.375,0.7464,是,是,否,否,B,人工复核
R001782,信息技术部,实习生,咨询服务费,10196,10196,0,1,30,4,2,2,0,6500,0.5686,0.7079,否,否,否,否,A,人工复核
R001783,信息技术部,普通员工,交通费,461,461,0,1,24,1,3,6,0,350,0.3171,0.6381,是,否,否,否,B,通过
R001784,采购部,普通员工,维修费,1803,1802,1,3,19,2,2,2,2,1500,0.202,0.6994,是,是,否,否,B,通过
R001785,信息技术部,普通员工,办公用品,1217,1216,1,4,36,2,3,1,1,700,0.7386,0.8074,是,否,是,否,C,人工复核
R001786,人力资源部,普通员工,交通费,183,183,0,2,28,1,19,1,3,350,-0.4771,0.7608,是,否,否,否,A,人工复核
R001787,行政部,实习生,差旅费,5508,5508,0,5,45,3,3,3,1,1800,2.06,0.7008,是,是,否,否,B,人工复核
R001788,人力资源部,主管,咨询服务费,3605,3564,41,4,27,2,0,3,0,6500,-0.4454,0.764,是,是,是,否,C,通过
R001789,行政部,主管,广告宣传费,2472,2451,21,2,25,2,2,2,0,5000,-0.5056,0.4252,是,是,否,否,B,通过
R001790,采购部,实习生,会议费,2902,2902,0,2,41,2,4,2,0,3200,-0.0931,0.789,是,是,否,否,A,通过
R001791,财务部,普通员工,差旅费,3627,3638,11,4,29,2,0,4,3,1800,1.015,0.597,是,是,否,否,A,人工复核
R001792,采购部,实习生,招待费,2712,2712,0,1,14,2,1,5,0,2200,0.2327,0.3624,是,否,否,否,D,人工复核
R001793,市场部,普通员工,培训费,2525,2525,0,3,20,2,5,7,0,2600,-0.0288,0.7015,是,是,否,否,A,人工复核
R001794,采购部,主管,招待费,1852,1852,0,3,19,2,7,6,0,2200,-0.1582,0.8739,是,否,否,否,D,人工复核
R001795,行政部,普通员工,招待费,1686,1686,0,1,39,2,6,4,0,2200,-0.2336,0.98,是,是,是,否,D,人工复核
R001796,采购部,主管,通信费,470,472,2,3,16,1,7,2,0,280,0.6786,0.9355,是,是,否,否,A,通过
R001797,生产部,主管,维修费,2399,2455,56,3,6,2,9,7,0,1500,0.5993,1.2361,是,是,否,否,C,人工复核
R001798,市场部,经理,咨询服务费,22047,22105,58,3,44,4,3,6,1,6500,2.3918,0.3951,是,是,否,否,C,通过
R001799,销售部,普通员工,招待费,3617,3664,47,1,37,2,9,6,0,2200,0.6441,0.663,是,否,否,否,B,退回
R001800,人力资源部,普通员工,招待费,2659,2659,0,1,51,2,4,8,3,2200,0.2086,0.5833,是,否,否,否,B,人工复核
R001801,人力资源部,主管,通信费,463,1437,974,3,25,1,3,1,1,280,0.6536,0.9873,是,否,否,否,D,退回
R001802,行政部,普通员工,会议费,5661,5661,0,3,18,3,7,2,1,3200,0.7691,0.4419,是,是,否,否,B,通过
R001803,信息技术部,经理,维修费,4333,4328,5,7,60,2,6,4,1,1500,1.8887,0.3671,是,否,否,否,A,人工复核
R001804,人力资源部,主管,通信费,355,355,0,1,45,1,2,5,2,280,0.2679,0.6319,是,否,否,否,A,通过
R001805,生产部,普通员工,维修费,1790,1790,0,2,28,2,4,1,0,1500,0.1933,0.5477,是,是,否,是,A,人工复核
R001806,销售部,实习生,差旅费,3331,3331,0,3,34,2,20,5,2,1800,0.8506,0.8127,是,否,否,否,A,人工复核
R001807,人力资源部,普通员工,交通费,665,665,0,3,27,1,7,5,0,350,0.9,0.6729,是,否,是,否,B,通过
R001808,信息技术部,普通员工,培训费,3848,3848,0,4,37,2,4,1,0,2600,0.48,0.7741,是,是,否,是,C,人工复核
R001809,市场部,普通员工,办公用品,1006,1006,0,2,29,2,1,4,2,700,0.4371,0.8793,是,是,否,否,A,通过
R001810,采购部,普通员工,广告宣传费,6069,6069,0,1,23,3,3,4,0,5000,0.2138,0.5362,是,是,否,否,C,通过
R001811,生产部,实习生,交通费,292,333,41,1,3,1,0,5,4,350,-0.1657,1.0785,是,否,是,否,A,人工复核
R001812,采购部,普通员工,通信费,407,0,407,4,18,1,6,4,4,280,0.4536,0.4783,否,是,否,否,A,退回
R001813,销售部,主管,交通费,333,380,47,4,22,1,8,6,0,350,-0.0486,0.8156,是,否,否,否,A,通过
R001814,生产部,主管,通信费,504,504,0,1,37,1,3,5,2,280,0.8,0.3537,是,否,否,否,B,退回
R001815,采购部,普通员工,招待费,2990,2990,0,3,16,2,4,6,3,2200,0.3591,0.6645,是,否,是,否,A,人工复核
R001816,生产部,普通员工,培训费,4323,4275,48,2,17,2,5,1,0,2600,0.6627,0.4904,是,是,否,否,C,人工复核
R001817,销售部,普通员工,维修费,1033,1033,0,1,41,2,11,8,0,1500,-0.3113,0.5736,否,否,否,否,A,退回
R001818,采购部,主管,会议费,6331,6331,0,3,24,3,5,5,0,3200,0.9784,0.9996,是,是,否,否,C,人工复核
R001819,财务部,主管,办公用品,1316,1316,0,3,2,2,1,7,0,700,0.88,0.6874,是,是,否,否,B,通过
R001820,生产部,经理,培训费,7413,7402,11,4,10,3,17,7,4,2600,1.8512,0.7458,是,否,否,否,B,退回
R001821,市场部,主管,招待费,1973,1973,0,3,40,2,9,2,1,2200,-0.1032,0.4437,是,否,否,否,A,人工复核
R001822,采购部,普通员工,通信费,267,722,455,2,28,1,16,2,0,280,-0.0464,0.4419,是,否,否,否,A,人工复核
R001823,信息技术部,普通员工,培训费,4230,4230,0,4,43,2,0,2,0,2600,0.6269,1.0328,是,是,否,否,A,退回
R001824,采购部,实习生,交通费,387,0,387,4,31,1,6,5,0,350,0.1057,0.7008,是,是,否,否,A,人工复核
R001825,生产部,实习生,培训费,2524,2524,0,3,21,2,6,1,0,2600,-0.0292,1.0258,是,否,否,否,B,人工复核
